Date,Open,High,Low,Close,Adj Close,Volume
2020-03-02,10.510000,10.675000,9.600000,9.600000,7.693613,75922203
2020-03-09,8.000000,9.022000,7.162000,7.542000,6.044294,146697319
2020-03-16,7.322000,7.480000,5.920000,6.168000,4.943147,153379326
2020-03-23,6.100000,7.880000,6.100000,7.346000,5.887217,127068170
2020-03-30,7.640000,8.970000,7.210000,8.252000,6.613301,66122446
2020-04-06,8.800000,8.800000,8.180000,8.286000,6.640550,40224506
2020-04-13,8.286000,8.722000,7.124000,7.786000,6.239841,46609279
2020-04-20,7.634000,8.054000,7.210000,7.742000,6.204579,59647163
2020-04-27,7.940000,8.770000,7.532000,8.314000,6.662989,36423175
2020-05-04,8.050000,9.150000,7.632000,8.634000,6.919443,76004851
2020-05-11,8.822000,8.822000,7.704000,8.104000,6.494692,44345570
2020-05-18,8.446000,8.750000,8.168000,8.292000,6.645359,38327609
2020-05-25,8.432000,9.170000,8.306000,8.370000,6.707870,50240083
2020-06-01,8.600000,9.590000,8.464000,9.530000,7.637513,72053665
2020-06-08,9.654000,10.075000,8.400000,8.688000,6.962719,69209309
2020-06-15,8.586000,8.760000,8.010000,8.298000,6.650167,85905929
2020-06-22,8.244000,8.386000,7.722000,7.770000,6.601187,66809875
2020-06-29,7.770000,8.110000,7.642000,7.816000,6.640267,43177252
2020-07-06,8.000000,8.136000,7.456000,7.624000,6.477149,35969062
2020-07-13,7.764000,8.076000,7.674000,7.874000,6.689542,27982465
2020-07-20,7.828000,7.928000,7.390000,7.390000,6.278349,32027585
2020-07-27,7.360000,7.360000,6.568000,6.580000,5.590194,43447503
2020-08-03,6.580000,7.108000,6.462000,6.676000,5.671753,45592398
2020-08-10,6.752000,7.294000,6.716000,6.988000,5.936820,41019440
2020-08-17,6.966000,7.036000,6.558000,6.616000,5.620780,51119755
2020-08-24,6.686000,7.058000,6.642000,6.902000,5.863757,30843191
2020-08-31,6.980000,7.048000,6.402000,6.448000,5.478051,47864153
2020-09-07,6.522000,6.690000,6.282000,6.394000,5.432174,41634086
2020-09-14,6.444000,6.622000,6.224000,6.314000,5.364208,52138318
2020-09-21,6.282000,6.366000,5.724000,5.754000,4.888446,77333885
2020-09-28,5.842000,5.930000,5.372000,5.518000,4.687947,65039555
2020-10-05,5.594000,6.424000,5.550000,6.310000,5.360809,48392768
2020-10-12,6.298000,6.320000,5.806000,6.002000,5.099141,37485437
2020-10-19,5.996000,6.078000,5.522000,5.824000,4.947917,38020103
2020-10-26,5.644000,5.844000,5.042000,5.340000,4.536723,58820739
2020-11-02,5.340000,5.954000,5.264000,5.772000,4.903739,52167277
2020-11-09,5.846000,7.968000,5.804000,7.262000,6.169603,131160542
2020-11-16,7.400000,8.042000,7.380000,7.724000,6.562107,64319429
2020-11-23,7.948000,8.980000,7.920000,8.486000,7.209481,105604949
2020-11-30,8.374000,8.604000,7.930000,8.562000,7.274049,86881075
2020-12-07,8.500000,8.988000,8.312000,8.780000,7.459256,53699559
2020-12-14,8.912000,8.980000,8.076000,8.142000,6.917228,83720692
2020-12-21,7.780000,8.346000,7.500000,8.346000,7.332895,47154574
2020-12-28,8.428000,8.448000,8.158000,8.250000,7.248549,20573941
2021-01-04,8.328000,8.988000,8.082000,8.726000,7.666768,60797109
2021-01-11,8.664000,8.922000,8.522000,8.652000,7.601751,36221235
2021-01-18,8.576000,8.876000,8.274000,8.452000,7.426027,51308127
2021-01-25,8.518000,8.566000,8.122000,8.122000,7.136086,37186304
2021-02-01,8.170000,8.806000,7.960000,8.712000,7.654468,54210477
2021-02-08,8.752000,8.968000,8.608000,8.874000,7.796803,31473331
2021-02-15,8.970000,9.964000,8.926000,9.940000,8.733402,55833345
2021-02-22,9.910000,10.685000,9.860000,10.415000,9.150744,57679755
2021-03-01,10.520000,11.140000,10.440000,10.965000,9.633981,52392830
2021-03-08,10.930000,11.020000,10.530000,10.960000,9.629586,36636261
2021-03-15,11.000000,11.140000,10.415000,10.670000,9.374789,36243851
2021-03-22,10.585000,10.710000,10.055000,10.605000,9.317679,43395738
2021-03-29,10.600000,10.835000,10.402000,10.438000,9.170952,21554437
2021-04-05,10.438000,10.640000,10.106000,10.134000,8.903853,20526939
2021-04-12,10.080000,10.628000,10.020000,10.352000,9.095391,77600895
2021-04-19,10.330000,10.388000,9.850000,10.010000,8.794906,28784063
2021-04-26,10.020000,10.438000,9.920000,9.938000,8.731646,23584580
2021-05-03,9.981000,10.962000,9.925000,10.802000,9.490767,45324755
2021-05-10,10.930000,11.140000,10.596000,11.102000,9.754350,30071240
2021-05-17,11.134000,11.400000,10.666000,10.934000,9.606744,27117446
2021-05-24,10.940000,11.116000,10.822000,10.964000,9.633101,21227089
2021-05-31,10.982000,11.410000,10.906000,11.250000,9.884385,18049331
2021-06-07,11.250000,11.388000,11.088000,11.214000,9.852754,18283891
2021-06-14,11.220000,11.550000,10.656000,10.740000,9.436292,80598076
2021-06-21,10.700000,11.190000,10.570000,11.058000,9.715690,51918333
2021-06-28,11.054000,11.100000,10.508000,10.628000,9.337888,99775523
2021-07-05,10.450000,10.560000,9.565000,9.848000,8.652570,34796379
2021-07-12,9.880000,9.900000,9.057000,9.164000,8.285477,107606322
2021-07-19,9.126000,9.414000,8.694000,9.184000,8.303559,31652345
2021-07-26,9.109000,9.813000,9.050000,9.221000,8.337012,34139113
2021-08-02,9.300000,9.676000,9.255000,9.553000,8.637185,28912552
2021-08-09,9.500000,9.850000,9.342000,9.655000,8.729405,25216772
2021-08-16,9.542000,9.612000,9.231000,9.362000,8.464496,23319534
2021-08-23,9.449000,9.930000,9.396000,9.904000,8.954535,19858268
2021-08-30,9.860000,9.976000,9.501000,9.591000,8.671541,26277526
2021-09-06,9.643000,9.670000,9.294000,9.450000,8.544058,21188556
2021-09-13,9.441000,10.200000,9.441000,10.044000,9.081115,48605548
2021-09-20,9.852000,10.762000,9.736000,10.720000,9.692308,37067526
2021-09-27,10.780000,11.380000,10.766000,11.318000,10.232979,46608429
2021-10-04,11.396000,11.780000,11.356000,11.582000,10.471671,45137377
2021-10-11,11.632000,11.720000,10.790000,11.580000,10.469862,62155378
2021-10-18,11.586000,11.714000,11.392000,11.466000,10.366791,36883336
2021-10-25,11.424000,11.716000,10.902000,11.056000,9.996097,75678961
2021-11-01,11.080000,11.184000,10.584000,10.812000,9.775489,37785758
2021-11-08,10.870000,11.218000,10.718000,10.882000,9.838778,33124347
2021-11-15,10.810000,11.116000,10.350000,10.374000,9.379478,35744268
2021-11-22,10.380000,10.760000,9.620000,9.708000,8.777326,47459239
2021-11-29,9.854000,10.308000,9.603000,10.062000,9.097388,49091823
2021-12-06,10.150000,10.540000,10.060000,10.100000,9.131745,24852078
2021-12-13,10.144000,10.274000,9.793000,9.943000,8.989797,55656499
2021-12-20,9.690000,10.442000,9.630000,10.374000,9.379478,36808017
2021-12-27,10.296000,10.666000,10.274000,10.436000,9.435534,22323949
2022-01-03,10.456000,11.246000,10.440000,10.832000,9.793571,105467736
2022-01-10,10.850000,11.266000,10.730000,11.242000,10.445459,25630876
2022-01-17,11.204000,11.410000,10.492000,10.664000,9.908414,158280963
2022-01-24,10.606000,11.374000,10.282000,11.190000,10.397144,42966471
2022-01-31,11.244000,11.586000,11.106000,11.488000,10.674030,34806039
2022-02-07,11.548000,11.882000,11.374000,11.868000,11.027106,33225608
2022-02-14,11.754000,12.036000,11.436000,11.734000,10.902601,40481285
2022-02-21,11.740000,11.818000,10.980000,11.594000,10.772519,41183921
2022-02-28,11.450000,12.676000,11.342000,11.466000,10.653589,69739852
2022-03-07,11.450000,12.468000,11.292000,11.634000,10.809686,62201066
2022-03-14,11.636000,11.664000,11.158000,11.218000,10.423162,50180400
2022-03-21,11.250000,12.204000,11.242000,12.164000,11.302133,34280083
2022-03-28,12.082000,12.306000,11.622000,11.945000,11.098650,37917662
2022-04-04,12.000000,12.830000,11.865000,12.830000,11.920944,44842816
2022-04-11,12.800000,13.815000,12.655000,13.770000,12.794342,46087896
2022-04-18,13.770000,14.075000,12.730000,13.195000,12.260082,42266524
2022-04-25,12.835000,14.330000,12.500000,14.285000,13.272852,49579727
2022-05-02,14.080000,14.940000,13.795000,14.835000,13.783883,42084209
2022-05-09,14.580000,14.795000,13.220000,14.255000,13.244978,61767828
2022-05-16,14.055000,14.875000,13.980000,14.410000,13.388995,30667016
2022-05-23,14.730000,15.150000,14.455000,14.990000,13.927899,46441713
2022-05-30,14.940000,15.310000,14.635000,15.160000,14.085855,50475334
2022-06-06,15.320000,16.230000,15.230000,15.485000,14.387827,30077195
2022-06-13,15.270000,15.585000,13.740000,13.740000,12.766467,58479439
2022-06-20,13.760000,14.330000,13.305000,13.750000,12.775759,41510305
2022-06-27,13.795000,14.410000,13.415000,13.480000,12.524889,42165575
2022-07-04,13.835000,13.950000,12.455000,12.980000,12.060317,39339611
2022-07-11,12.805000,13.015000,11.625000,11.885000,11.312840,81618028
2022-07-18,12.005000,12.285000,11.645000,12.030000,11.450858,23344609
2022-07-25,11.945000,12.620000,11.650000,12.125000,11.541285,33395701
2022-08-01,12.100000,12.200000,11.535000,11.835000,11.265246,22751416
2022-08-08,11.905000,12.900000,11.825000,12.650000,12.041011,33429909
2022-08-15,12.725000,13.180000,12.205000,13.075000,12.445551,23051259
2022-08-22,12.920000,13.730000,12.835000,13.430000,12.783461,20979702
2022-08-29,13.430000,13.815000,12.660000,13.380000,12.735868,27386131
2022-09-05,13.340000,13.840000,12.780000,13.110000,12.478866,24789710
2022-09-12,13.110000,13.445000,11.885000,11.960000,11.384229,47132075
2022-09-19,11.860000,12.370000,11.185000,11.360000,10.813113,28095514
2022-09-26,11.085000,11.995000,11.050000,11.805000,11.236691,25605129
2022-10-03,11.840000,12.890000,11.835000,12.690000,12.079084,24902863
2022-10-10,12.550000,12.995000,11.925000,12.510000,11.907750,22914715
2022-10-17,12.510000,13.395000,12.510000,13.220000,12.583570,21727986
2022-10-24,13.155000,13.965000,12.965000,13.780000,13.116611,34589014
2022-10-31,13.735000,14.470000,13.495000,14.295000,13.606818,21652943
2022-11-07,14.230000,14.420000,13.550000,13.760000,13.097574,25057380
2022-11-14,13.680000,14.295000,13.605000,13.795000,13.130889,19259486
2022-11-21,13.735000,14.690000,13.340000,14.670000,13.963766,23727913
2022-11-28,14.340000,14.905000,14.215000,14.620000,13.916172,36566640
2022-12-05,14.600000,14.770000,13.950000,14.150000,13.468799,22338207
2022-12-12,14.055000,14.525000,13.990000,13.990000,13.316501,39849517
2022-12-19,14.080000,14.960000,14.020000,14.820000,14.106544,20288702
2022-12-26,14.820000,15.265000,14.790000,14.850000,14.135099,17211237
2023-01-02,14.950000,15.375000,14.355000,15.175000,14.444453,85551026
2023-01-09,14.800000,15.115000,14.665000,14.900000,14.182693,17552661
2023-01-16,14.995000,15.355000,14.680000,15.355000,14.960849,77359472
2023-01-23,15.315000,15.540000,14.945000,15.265000,14.873159,20996653
2023-01-30,15.100000,15.315000,14.390000,14.420000,14.049850,39480328
2023-02-06,14.450000,15.320000,14.150000,15.320000,14.926747,43349606
2023-02-13,15.320000,15.540000,14.760000,15.015000,14.629577,33859623
2023-02-20,15.040000,15.155000,14.530000,14.850000,14.468813,16052138
2023-02-27,14.935000,15.330000,14.845000,15.290000,14.897517,24951560
2023-03-06,15.300000,15.540000,14.805000,14.955000,14.571116,23743272
2023-03-13,14.920000,14.930000,13.030000,13.485000,13.138850,38751918
2023-03-20,13.270000,14.360000,13.075000,13.790000,13.436022,28554354
2023-03-27,13.970000,14.450000,13.695000,14.185000,13.820883,34627040
2023-04-03,14.515000,14.710000,13.825000,14.060000,13.699091,21806450
2023-04-10,14.060000,14.295000,13.735000,13.830000,13.474995,15592769
2023-04-17,13.940000,14.140000,13.185000,13.340000,12.997573,27484955
2023-04-24,13.200000,13.800000,13.060000,13.345000,13.002444,25653840
2023-05-01,13.265000,13.300000,12.455000,13.000000,12.666300,31951160
2023-05-08,13.075000,13.275000,12.905000,13.160000,12.822193,21218482
2023-05-15,13.205000,13.535000,12.810000,13.370000,13.026802,15646265
2023-05-22,13.335000,13.425000,12.920000,13.075000,12.739375,14188830
2023-05-29,13.160000,13.450000,12.570000,13.370000,13.026802,22874974
2023-06-05,13.490000,13.690000,13.035000,13.490000,13.143722,19384756
2023-06-12,13.480000,13.790000,13.300000,13.690000,13.338588,26662553
2023-06-19,13.615000,13.805000,12.920000,12.950000,12.617583,45787327
2023-06-26,13.065000,13.485000,12.815000,13.330000,12.987829,27864695
2023-07-03,13.460000,13.710000,12.480000,12.745000,12.417846,21178865
2023-07-10,12.815000,13.215000,12.585000,12.635000,12.635000,41110674
2023-07-17,12.595000,13.535000,12.510000,13.520000,13.520000,34147965
2023-07-24,13.335000,14.015000,13.300000,13.740000,13.740000,57047694
2023-07-31,13.815000,14.025000,13.360000,13.770000,13.770000,25819387
2023-08-07,13.900000,14.215000,13.430000,14.110000,14.110000,12303580
2023-08-14,13.910000,13.990000,13.650000,13.860000,13.860000,14643054
2023-08-21,13.895000,14.165000,13.500000,14.075000,14.075000,13695820
2023-08-28,14.190000,14.835000,14.175000,14.710000,14.710000,39063021
2023-09-04,14.800000,14.900000,14.520000,14.900000,14.900000,18168582
2023-09-11,14.885000,15.450000,14.690000,15.260000,15.260000,22506912
2023-09-18,15.265000,15.870000,15.210000,15.620000,15.620000,35093728
2023-09-25,15.585000,15.800000,15.285000,15.570000,15.570000,19591021
2023-10-02,15.650000,15.710000,14.070000,14.210000,14.210000,32505337
2023-10-09,14.525000,15.015000,14.390000,14.790000,14.790000,19482222
2023-10-16,14.900000,15.205000,14.815000,14.885000,14.885000,16407759
2023-10-23,14.675000,14.790000,13.950000,13.950000,13.950000,20136986
2023-10-30,13.950000,14.240000,13.715000,13.770000,13.770000,16576668
2023-11-06,13.770000,13.910000,13.345000,13.645000,13.645000,16996837
2023-11-10,13.540000,13.770000,13.540000,13.645000,13.645000,2442508
