Date,Open,High,Low,Close,Adj Close,Volume
2022-07-11,4.680000,4.836000,4.659000,4.659000,4.088089,73289449
2022-07-18,4.658000,4.687000,4.352000,4.385000,3.847666,73161615
2022-07-25,4.400000,4.623000,4.325000,4.357000,3.823097,64257799
2022-08-01,4.355000,4.411000,4.177000,4.282000,3.757287,74455709
2022-08-08,4.310000,4.359000,4.231000,4.273000,3.749390,51963244
2022-08-15,4.286000,4.374000,4.215000,4.250000,3.729208,53218315
2022-08-22,4.250000,4.308000,4.111000,4.144000,3.636198,51785941
2022-08-29,4.114000,4.187000,4.087000,4.170000,3.659012,52229017
2022-09-05,4.143000,4.143000,3.882000,3.929000,3.447543,59447360
2022-09-12,3.929000,4.012000,3.847000,3.861000,3.387876,86535792
2022-09-19,3.867000,3.899000,3.632000,3.661000,3.212384,60685007
2022-09-26,3.662000,3.677000,3.331000,3.376000,2.962308,143122188
2022-10-03,3.367000,3.517000,3.339000,3.363000,2.950900,56209135
2022-10-10,3.350000,3.398000,3.240000,3.312000,2.906150,46802531
2022-10-17,3.318000,3.430000,3.249000,3.249000,2.850870,64136753
2022-10-24,3.266000,3.413000,3.241000,3.413000,2.994774,67824690
2022-10-31,3.420000,3.636000,3.390000,3.627000,3.182550,93999082
2022-11-07,3.639000,3.680000,3.551000,3.583000,3.143942,64482248
2022-11-14,3.600000,3.650000,3.456000,3.541000,3.107088,63526600
2022-11-21,3.535000,3.671000,3.535000,3.653000,3.205364,51156177
2022-11-28,3.649000,3.656000,3.551000,3.580000,3.141309,250091564
2022-12-05,3.570000,3.578000,3.418000,3.474000,3.048299,103738970
2022-12-12,3.480000,3.494000,3.218000,3.246000,2.848238,266906222
2022-12-19,3.255000,3.402000,3.240000,3.383000,3.251023,182210195
2022-12-26,3.383000,3.448000,3.346000,3.385000,3.252945,56406692
2023-01-02,3.405000,3.583000,3.394000,3.552000,3.413430,53571559
2023-01-09,3.550000,3.665000,3.517000,3.629000,3.487427,61572602
2023-01-16,3.642000,3.661000,3.503000,3.571000,3.431689,108102406
2023-01-23,3.580000,3.634000,3.432000,3.481000,3.345200,100250252
2023-01-30,3.492000,3.549000,3.447000,3.464000,3.328863,65385615
2023-02-06,3.454000,3.585000,3.417000,3.557000,3.418235,65717996
2023-02-13,3.560000,3.830000,3.522000,3.816000,3.667131,85660672
2023-02-20,3.774000,3.957000,3.743000,3.904000,3.751698,72569187
2023-02-27,3.900000,3.993000,3.836000,3.900000,3.747854,85079140
2023-03-06,3.922000,3.973000,3.879000,3.917000,3.764191,68510612
2023-03-13,3.920000,3.920000,3.672000,3.702000,3.557579,165082687
2023-03-20,3.700000,3.870000,3.661000,3.768000,3.621004,92678583
2023-03-27,3.798000,4.020000,3.798000,3.973000,3.818007,70370299
2023-04-03,3.990000,4.084000,3.943000,4.063000,3.904495,48516036
2023-04-10,4.063000,4.105000,4.017000,4.050000,3.892003,33188913
2023-04-17,4.047000,4.117000,4.033000,4.054000,3.895846,92258287
2023-04-24,4.059000,4.147000,3.948000,4.125000,3.964077,106385365
2023-05-01,4.125000,4.125000,3.978000,4.025000,3.867978,41992572
2023-05-08,4.023000,4.066000,3.825000,3.878000,3.726712,115807570
2023-05-15,3.900000,4.000000,3.871000,3.925000,3.771879,39101841
2023-05-22,3.942000,4.027000,3.895000,3.929000,3.775723,36874705
2023-05-29,3.966000,3.994000,3.824000,3.891000,3.739205,98754799
2023-06-05,3.917000,3.964000,3.817000,3.886000,3.734400,217901068
2023-06-12,3.917000,3.917000,3.595000,3.622000,3.480700,143428976
2023-06-19,3.620000,3.698000,3.592000,3.642000,3.642000,177872578
2023-06-26,3.650000,3.747000,3.593000,3.716000,3.716000,64238101
2023-07-03,3.731000,3.803000,3.597000,3.631000,3.631000,81686421
2023-07-10,3.626000,3.703000,3.585000,3.654000,3.654000,41133447
2023-07-17,3.648000,3.730000,3.570000,3.726000,3.726000,149395984
2023-07-24,3.704000,3.964000,3.680000,3.929000,3.929000,68619745
2023-07-31,3.930000,3.936000,3.506000,3.535000,3.535000,134684169
2023-08-07,3.531000,3.663000,3.486000,3.634000,3.634000,52238367
2023-08-14,3.630000,3.666000,3.565000,3.626000,3.626000,35286464
2023-08-21,3.602000,3.722000,3.600000,3.687000,3.687000,28867833
2023-08-28,3.697000,3.862000,3.696000,3.828000,3.828000,97687014
2023-09-04,3.840000,3.889000,3.710000,3.846000,3.846000,46363902
2023-09-11,3.862000,3.997000,3.858000,3.937000,3.937000,69878896
2023-09-18,3.933000,4.098000,3.912000,4.042000,4.042000,66490045
2023-09-25,4.030000,4.038000,3.825000,3.868000,3.868000,79921021
2023-10-02,3.859000,3.886000,3.726000,3.788000,3.788000,54249813
2023-10-09,3.770000,3.896000,3.760000,3.841000,3.841000,37249752
2023-10-16,3.847000,3.887000,3.676000,3.736000,3.736000,47313002
2023-10-23,3.731000,3.735000,3.532000,3.570000,3.570000,59386660
2023-10-30,3.586000,3.756000,3.580000,3.753000,3.753000,58226541
2023-11-06,3.750000,3.830000,3.614000,3.706000,3.706000,65663108
2023-11-10,3.690000,3.741000,3.683000,3.706000,3.706000,7531303
